episode,reward,length,global_step
0,-237.952763,103,103
1,-303.23802,134,237
2,-149.274727,104,341
3,-280.995093,108,449
4,-395.315321,159,608
5,-109.633816,95,703
6,-22.786728,99,802
7,-59.956372,122,924
8,-11.415778,104,1028
9,-521.336774,289,1317
10,-87.472426,135,1452
11,-241.22093,232,1684
12,-285.853851,150,1834
13,-229.652925,186,2020
14,-172.978928,241,2261
15,-133.193209,188,2449
16,-121.98291,361,2810
17,-112.889333,167,2977
18,-229.883866,222,3199
19,-97.056278,160,3359
20,42.251329,162,3521
21,-287.347003,217,3738
22,-111.371805,257,3995
23,-315.953225,255,4250
24,-100.578936,253,4503
25,-118.24186,162,4665
26,-91.89282,333,4998
27,-125.544982,304,5302
28,-164.082967,301,5603
29,-68.500896,301,5904
30,155.761183,350,6254
31,-21.46985,522,6776
32,-107.415048,456,7232
33,-16.481315,188,7420
34,-37.301145,173,7593
35,-96.055974,372,7965
36,-83.694393,179,8144
37,-46.333689,161,8305
38,211.711716,558,8863
39,-16.099417,195,9058
40,-7.458119,155,9213
41,-27.873652,221,9434
42,218.208697,357,9791
43,-93.609067,250,10041
44,-16.460498,329,10370
45,-53.960581,314,10684
46,-74.269889,259,10943
47,-82.440063,242,11185
48,171.503056,465,11650
49,185.258258,331,11981
50,-33.422107,161,12142
51,-43.537177,238,12380
52,80.207526,747,13127
53,-102.259912,503,13630
54,-225.784567,653,14283
55,-80.66083,1000,15283
56,-172.921985,428,15711
57,-87.166316,239,15950
58,201.539531,397,16347
59,26.539977,1000,17347
60,-323.96317,383,17730
61,-167.745759,238,17968
62,105.508548,687,18655
63,-68.223169,359,19014
64,-17.88198,351,19365
65,-116.349732,952,20317
66,-24.067005,240,20557
67,-88.668109,253,20810
68,-173.479777,578,21388
69,-73.40074,231,21619
70,-133.815729,385,22004
71,-101.052036,346,22350
72,-20.714242,280,22630
73,-64.746524,203,22833
74,-161.709884,507,23340
75,-163.363631,539,23879
76,-81.471219,333,24212
77,-172.855358,1000,25212
78,-85.885091,561,25773
79,-65.893852,1000,26773
80,-58.48923,222,26995
81,-147.170896,549,27544
82,-134.010513,345,27889
83,-106.903736,291,28180
84,-207.317528,557,28737
85,-108.420169,353,29090
86,-200.293079,776,29866
87,-48.243866,1000,30866
88,-93.019596,245,31111
89,-68.606316,1000,32111
90,-84.924306,1000,33111
91,134.23226,573,33684
92,-52.206372,1000,34684
93,-19.656796,1000,35684
94,-50.149807,1000,36684
95,-4.056891,1000,37684
96,-76.741363,1000,38684
97,-104.419675,1000,39684
98,-60.485469,1000,40684
99,-81.953859,1000,41684
100,-25.866492,1000,42684
101,-64.198058,1000,43684
102,-35.926704,1000,44684
103,-56.819435,1000,45684
104,-28.909761,1000,46684
105,-21.395505,1000,47684
106,-39.471715,1000,48684
107,12.444219,1000,49684
